"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Run Off The Bike","Run","Get off your bike and do a steady run. All in Z2.","0.75","","2022-05-22","","7461.68017578125","","","","","0.751269459724426","2.7590000629425","","89","","147","154","","","0.76727738748964","48.64","21","23","1","0","0","","","","","","","","","","","","","","","","",""
"Build Phase 1 Week 4. Active Recovery.","Other","Make the most of your recovery weeks. Don't be tempted to do more. Let your body adapt to all the training, so you're raring to go next week.","","","2022-05-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Recovery","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (50 Breast in Z2 + 50 Back in Z2 + 5 sec rests). Main Set: 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest). Warm Down: 1 x (200 Choice in Z2).","0.762222222222222","1800","2022-05-23","","1800","","","","","0.635577779875861","0.785340314136126","","22","","130","160","","","1.06202579978777","76.13","27","4","3","0","0","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 15 mins in Z2. Main Set: 5 x (2 mins in Z5 + 60 secs in Z2). Warm Down: 5 mins in Z2.","0.583333333333333","","2022-05-24","","6339.52978515625","","","","","0.592388331890106","2.97300004959106","","89","","153","176","","","0.826724073449163","44.3","13","2","18","2","0","","","","","","","","","","","","","","","","",""
"Build Phase 1: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Legs and Core Strength: 1. Squat: 3 x 10 (Exercise 1) 2. Squat Jump: 3 x 12 (Exercise 2) 3. Single Leg Squat: 3 x 10 (Exercise 3) 4. High Knee: 3 x 10 (Exercise 9) 5. Box Jump: 3 x 8 (Exercise 10) 6. Bicycle Crunch: 4 x 10 (Exercise 26) 7. Plank: 3 reps (Exercise 21) 8. Spider Climber: 3 x 10 (Exercise 25) 9. Side Plank: 3 reps (Exercise 23) Flexibility: 5-10 minutes Notes: 1. 3 x 8 = 3 sets of 8 repetitions with a rest between sets. 2. Rests are 45 secs - 2-3 mins as required. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-05-24","Build Phase: During the build phase, your workouts are designed to develop power, balance and neuromuscular control. Form is key, reduce the intensity if you cannot hold your form. Resistance during the Build Phase: The most strength gains are made during this phase. Progress intensity by adding resistance only if you are able to maintain correct form throughout. Sets should feel more challenging, however be cautious of negatively impacting your following workouts. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-05-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fitness Test: FTP and Threshold HR","Bike","This fitness test helps you to set your power or heart rate thresholds for Training Peaks. Warm Up: 12 mins in Z2, 5 x (15 secs in Z4 + 45 secs easy in Z2). Main Set: 20 mins maximal steady state time trial. Go as hard as you can sustain for 20-minutes. Warm Down: 5 mins in Z2. NOTES: 1/ Alternatively, if you have a bike training device with its own ""FTP"" test protocol, you could use that instead. 2/ If using a smart trainer (for example a Wahoo Kickr), DO NOT use ERG mode for this test. https://myprocoach-help.zendesk.com/hc/en-us/articles/360022308391-Erg-Mode-On-or-Off- TIP: Have a fan and/or air conditioning, so that heat stress is not a limiting factor for this test.","0.7","","2022-05-26","FUNCTIONAL THRESHOLD POWER (FTP) Take your average power for the 20-minute test and multiply it by 95% for your FTP. THRESHOLD HEART RATE (THR) Take your average HR for the 20-minute test and reduce by 6 beats, this is your bike THR. ENTER THRESHOLDS AND ZONES Check this article and short video to enter your thresholds and training zones into your TrainingPeaks settings: https://bit.ly/EnterBikeZones RATE OF PERCEIVED EXERTION (RPE) To ride to feel (RPE), complete the test and note the distance. Use this to track progress in future tests. Click this link for more details of this fitness test: https://myprocoach-help.zendesk.com/hc/en-us/articles/360001077251-Bike-Field-Test-FTP-Threshold-HR","22605.900390625","168","472","517.956","","0.853521943092346","7.35699987411499","","67","","128","169","","","0.941128302548938","66.34","12","25","11","1","0","","","","","","27","5","6","4","10","","","","","","",""
"Build Phase 1: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Upper Body and Core Strength: 1. Squat: 3 x 10 (Exercise 1) 2. Lat & Front Raise Combo: 3 x 6 (Exercise 11) 3. Tricep Kickback: 3 x 8 (Exercise 16) 4. Bench Press: 3 x 8 (Exercise 14) 5. Dumbbell Pullover: 3 x 8 (Exercise 15) 6. Renegade Row: 3 x 5 (Exercise 22) 7: Glute Bridge: 3 x 14 (Exercise 18) 8. Sit-Up: 3 x 12 (Exercise 27) 9. Reverse Crunch: 3 x 16 (Exercise 28) Flexibility: 5-10 minutes Notes: 1. 3 x 8 = 3 sets of 8 repetitions with a rest between sets. 2. Rests are 45 secs - 2-3 mins as required. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-05-26","Build Phase: During the build phase, your workouts are designed to develop power, balance and neuromuscular control. Form is key, reduce the intensity if you cannot hold your form. Resistance during the Build Phase: The most strength gains are made during this phase. Progress intensity by adding resistance only if you are able to maintain correct form throughout. Sets should feel more challenging, however be cautious of negatively impacting your following workouts. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (100 FS in Z2 Breathe every 3 + 5 secs rest), 1 x (200 Pull in Z2 Breathe every 5 + 5 secs rest), 1 x (100 FS in Z2 Breathe every 3 + 5 secs rest). Main Set: 4 x (100 Drill in Z2 + 100 FS in Z3 + 10 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2 + 5 sec rests), 2 x (50 Pull in Z2 + 50 Drill in Z2 + 5 sec rests), 1 x (200 FS in Z2).","0.753611111111111","1800","2022-05-27","","1800","","","","","0.652236391703288","0.764006791171477","","22","","135","163","","","1.03490085586495","72.29","21","7","7","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","Nice steady social run in Z1-Z2.","1","","2022-05-28","","10005.9296875","","","","","1.04098498821259","2.67000007629395","","88","","149","164","","","0.752231207471159","65.33","19","28","16","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Easy/steady Z2 ride today. Feel free to stop for a coffee/snack. Enjoy it, save your legs.","2","","2022-05-29","","63138.28125","188","572","1504.126","","2.23239421844482","7.85599994659424","","86","","146","165","","","0.93397827867643","194.53","1","48","84","1","0","","","","","","38","19","34","18","25","","","","","","",""
"Build Phase 2 Week 1","Other","","","","2022-05-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRONMAN 70.3 Sustained Pace (Build)","Run","Warm Up:. 5 mins in Z1-2, 3 mins in Z3, 3 mins in Z2. Main Set: 4 x (9 mins in mid Z3 + 3 min recoveries in Z1-2). Warm Down: 5 mins in Z1-2.","1.06666666666667","","2022-05-30","","12277.6298828125","","",""," *05/31/2022 Tomasz MIgdal: Rest 1.6 After 1 set 2.6 After 2 set 2.5 After 3 set 2.1 After 4 set 2.7 End 1*","1.1350691318512","3.00500011444092","","91","","160","172","","","0.835868942612675","88.13","6","4","53","5","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Threshold Efforts","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 1 x (50 FS in Z2 + 50 FS in Z3 + 10 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z4 + 15 secs rest). Main Set: 1 x (400 FS in Z4 + 30 secs rest), 1 x (400 Pull in Z4 + 30 secs rest), 2 x (200 FS in Z4 + 15 sec rests), 2 x (200 Pull in Z4 + 15 sec rests). Warm Down: 1 x (100 Pull in Z2 + 100 FS in Z2), 1 x (100 Choice in Z2).","0.959444444444444","2400","2022-05-30","","2400","","","","","0.881895003848606","0.754479723357435","","22","","117","131","","","1.02052965043728","93.73","47","0","0","0","0","","","","","","","","","","","","","","","","",""
"IRONMAN 70.3 Power Slope","Bike","Warm Up: 5 mins in Z1-2, 5 x (15 secs in Z3, 15 secs Z1-2, 15 secs in Z4, 15 secs in Z1-2) 5 mins in Z2. Main Set: 1 x (10 mins in Z3 + 7 mins in Z4), 4 mins recovery in Z1-2, 1 x (8 mins in Z3 + 5 mins in Z4), 3 mins recovery in Z1-2, 1 x (6 mins in Z3 + 3 mins in Z4), 2 mins recovery in Z1-2. Warm down. 5 mins in Z1-2.","1.13333333333333","","2022-05-31","","35208.30859375","193","368","792.283","","1.13666665554047","8.60400009155273","","81","","139","159","","","0.86323320323068","84.05","0","46","22","0","0","","","","","","22","4","25","16","1","","","","","","",""
"Build Phase 2: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Legs and Core Strength: 1. Squat: 3 x 10 (Exercise 1) 2. Squat Jump: 4 x 10 (Exercise 2) 3. High Knee: 4 x 8 (Exercise 9) 4. Calf Raise: 4 x 10 (Exercise 8) 5. Box Jump: 3 x 10 (Exercise 10) 6. Bicycle Crunch: 4 x 10 (Exercise 26) 7. Plank: 3 reps (Exercise 21) 8. Mountain climber: 3 x 10 (Exercise 24) 9. Side Plank: 3 reps (Exercise 23) Flexibility: 5-10 minutes Notes: 1. 3 x 8 = 3 sets of 8 repetitions with a rest between sets. 2. Rests are 45 secs - 2-3 mins as required. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-05-31","Build Phase: During the build phase, your workouts are designed to develop power, balance and neuromuscular control. Form is key, reduce the intensity if you cannot hold your form. Resistance during the Build Phase: The most strength gains are made during this phase. Progress intensity by adding resistance only if you are able to maintain correct form throughout. Sets should feel more challenging, however be cautious of negatively impacting your following workouts. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Recovery","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 1 x (50 Breast in Z2 + 50 Back in Z2 + 5 secs rest). Main Set: 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest). Warm Down: 1 x (100 Choice in Z2).","0.678333333333333","1600","2022-06-01","","1600","","","","","0.582334723472595","0.762267746545974","","22","","124","141","","","1.03033526220463","63.7","33","0","0","0","0","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-06-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","1.66666666666667","","2022-06-02","","17007.109375","","","","","1.71299719810486","2.75799989700317","","88","","146","158","","","0.767648067763845","113.36","47","51","5","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 2 x (100 FS in Z2 + 100 Drill in Z2 + 5 sec rests). Main Set: 1 x (400 Pull in Z2 + 10 secs rest), 4 x (100 FS in Z3 + 5 sec rests), 3 x (200 Pull in Z2 + 5 sec rests), 3 x (200 FS in Z3 + 5 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2) + 5 secs rest, 1 x (100 Pull in Z2 + 100 Choice in Z2).","1.23638888888889","3000","2022-06-03","","1210.64001464844","","","","","0.635441720485687","0.528999984264374","","19","","121","155","","","0.714447904280137","23.17","28","1","0","0","0","","","","","","","","","","","","","","","","",""
"Build Phase 2: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Upper Body and Core Strength: 1. Squat: 3 x 10 (Exercise 1) 2. Lat & Front Raise Combo: 3 x 5 (Exercise11) 3. Bent Over Row: 3 x 8 (Exercise 12) 4. Tricep Dip: 3 x 12 (Exercise 17) 5. Renegade Row: 3 x 4 (Exercise 22) 6: Glute Bridge: 3 x 14 (Exercise 18) 7. Spider Climber: 3 x 10 (Exercise 25) 8. Sit-Up: 3 x 12 (Exercise 27) 9. Reverse Crunch: 3 x 16 (Exercise 28) Flexibility: 5-10 minutes Notes: 1. 3 x 8 = 3 sets of 8 repetitions with a rest between sets. 2. Rests are 45 secs - 2-3 mins as required. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-06-03","Build Phase: During the build phase, your workouts are designed to develop power, balance and neuromuscular control. Form is key, reduce the intensity if you cannot hold your form. Resistance during the Build Phase: The most strength gains are made during this phase. Progress intensity by adding resistance only if you are able to maintain correct form throughout. Sets should feel more challenging, however be cautious of negatively impacting your following workouts. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance Ride With Sub Threshold Efforts","Bike","Ride mainly in Z2. At some point (once you're warmed up) do: 3 x (12 min efforts in upper Z3 to low Z4 + 3 min recoveries in Z2).","3.25","","2022-06-04","","65213.01953125","180","342","1465.432","","2.25693726539612","8.02600002288818","","80","","137","152","","","0.776174687727489","135.58","1","127","8","0","0","","","","","","16","103","15","2","1","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today.","2.25","","2022-06-05","","29213.83984375","257","775","835.148","","0.904744744300842","8.9689998626709","","90","","166","183","","","1.22661460935386","134.96","0","0","12","42","0","","","","","","8","1","3","6","36","","","","","","",""
"Run Off The Bike","Run","Get off your bike and do a steady run. All in Z2.","0.75","","2022-06-05","","7002.14013671875","","","","","0.55432665348053","3.5090000629425","","92","","173","191","","","0.985111139435175","58.73","0","0","6","15","12","","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2022-06-05","","673.419982910156","","","","","0.239587768912315","0.781000018119812","","26","","157","167","","","1.05402915490119","28.06","0","1","13","0","0","","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2022-06-05","","0","","","","","0.0220349989831448","0","","41","","175","179","","","1.07154665359796","2.57","0","0","0","0","1","","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2022-06-05","","0","","","","","0.0195275004953146","0","","85","","168","175","","","0.920334296425848","1.65","0","0","0","1","0","","","","","","","","","","","","","","","","",""
"Build Phase 2 Week 2","Other","","","","2022-06-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRONMAN 70.3 Sustained Pace (Build)","Run","Warm Up:. 5 mins in Z1-2, 3 mins in Z3, 3 mins in Z2. Main Set: 3 x (14 mins in mid Z3 + 3 min recoveries in Z1-2). Warm Down: 5 mins in Z1-2.","1.11666666666667","","2022-06-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Threshold Efforts","Swim","Warm Up: 1 x (100 FS in Z2 + 100 FS in Z4 + 10 secs rest), 1 x (50 FS in Z2 + 150 FS in Z4 + 15 secs rest), 1 x (200 FS in Z4 + 20 secs rest). Main Set: Repeat 3 sets of 500 as below: 1 x (100 FS in Z2 + 5 secs rest), 1 x (100 FS in Z3 + 5 secs rest), 1 x (100 FS in Z4 + 5 secs rest), 1 x (100 FS in Z5 + 5 secs rest), 1 x (100 Pull in Z2 + 5 secs rest). Warm Down: 1 x (100 Kick in Z2 + 100 FS in Z2 + 5 secs rest), 1 x (50 Back in Z2 + 50 Breast in Z2 + 5 secs rest), 1 x (200 Choice in Z2).","1.05055555555556","2600","2022-06-06","","2400","","","","","0.853880837228563","0.778462536490431","","22","","119","141","","","1.0540112399303","99.98","45","0","0","0","0","","","","","","","","","","","","","","","","",""
"IRONMAN 70.3 Power Slope","Bike","Warm Up: 5 mins in Z1-2, 5 x (15 secs in Z3, 15 secs Z1-2, 15 secs in Z4, 15 secs in Z1-2) 5 mins in Z2. Main Set: 1 x (12 mins in Z3 + 8 mins in Z4), 4 mins recovery in Z1-2, 1 x (7 mins in Z3 + 4 mins in Z4), 3 mins recovery in Z1-2, 1 x (5 mins in Z3 + 3 mins in Z4), 2 mins recovery in Z1-2. Warm down. 5 mins in Z1-2.","0.966666666666667","","2022-06-07","","28503.720703125","187","316","656.305","","0.973700821399689","8.13099956512451","","78","","126","141","","","0.828575732369326","66.27","12","46","0","0","0","","","","","","18","7","27","6","0","","","","","","",""
"Build Phase 2: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Legs and Core Strength: 1. Squat: 3 x 10 (Exercise 1) 2. Squat Jump: 4 x 10 (Exercise 2) 3. High Knee: 4 x 8 (Exercise 9) 4. Calf Raise: 4 x 10 (Exercise 8) 5. Box Jump: 3 x 10 (Exercise 10) 6. Bicycle Crunch: 4 x 10 (Exercise 26) 7. Plank: 3 reps (Exercise 21) 8. Mountain Climber: 3 x 10 (Exercise 24) 9. Side Plank: 3 reps (Exercise 23) Flexibility: 5-10 minutes Notes: 1. 3 x 8 = 3 sets of 8 repetitions with a rest between sets. 2. Rests are 45 secs - 2-3 mins as required. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-06-07","Build Phase: During the build phase, your workouts are designed to develop power, balance and neuromuscular control. Form is key, reduce the intensity if you cannot hold your form. Resistance during the Build Phase: The most strength gains are made during this phase. Progress intensity by adding resistance only if you are able to maintain correct form throughout. Sets should feel more challenging, however be cautious of negatively impacting your following workouts. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zwift - 5K Loop in Watopia","Run","","","","2022-06-07","","3367.92993164063","0","0","","","0.336596369743347","2.77900004386902","","0","","115","138","","","0.775341012239456","22.45","20","0","0","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (100 Pull in Z2 + 100 Drill in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 2 x (100 Pull in Z2 + 100 Drill in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest), 2 x (200 Drill in Z2 + 100 Pull in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest). Warm Down: 1 x (50 Breast in Z2 + 50 FS in Z2), 1 x (50 Back in Z2 + 50 FS in Z2).","0.750555555555556","1800","2022-06-08","","1800","","","","","0.648431392245822","0.769559640872168","","22","","119","148","","","1.04097366054743","73.14","33","0","0","0","0","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-06-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","Run mainly in Z1-Z2. Preferably off road.","1.66666666666667","","2022-06-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-06-09","","16511.119140625","","","","","1.66731107234955","2.75099992752075","","89","","147","159","","","0.768486543159571","110.5","42","49","9","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 2 x (100 FS Breathe every 3 in Z2 + 5 sec rests), 2 x (100 Pull in Z2 + 100 Drill in Z2 + 5 sec rests), 2 x (100 FS Breathe every 5 in Z2 + 5 sec rests). Main Set: 2 x (400 FS in Z2 + 50 FS in Z4 + 5 sec rests), 2 x (200 Pull in Z2 + 100 FS in Z3 + 5 sec rests), 2 x (100 FS in Z2 + 50 FS in Z4 + 5 sec rests), 1 x (100 Pull in Z2 + 100 FS in Z4 + 5 secs rest). Warm Down: 1 x (200 Choice in Z2).","1.23722222222222","3000","2022-06-10","","2600","","","","","0.946391947534349","0.761793143861705","","22","","123","145","","","1.0302285459425","103.48","55","0","0","0","0","","","","","","","","","","","","","","","","",""
"Build Phase 2: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Upper Body and Core Strength: 1. Squat: 3 x 10 (Exercise 1) 2. Lat & Front Raise Combo: 3 x 5 (Exercise11) 3. Bent Over Row: 3 x 8 (Exercise 12) 4. Tricep Dip: 3 x 12 (Exercise 17) 5. Renegade Row: 3 x 4 (Exercise 22) 6: Glute Bridge: 3 x 14 (Exercise 18) 7. Spider Climber: 3 x 10 (Exercise 25) 8. Sit-Up: 3 x 12 (Exercise 27) 9. Reverse Crunch: 3 x 16 (Exercise 28) Flexibility: 5-10 minutes Notes: 1. 3 x 8 = 3 sets of 8 repetitions with a rest between sets. 2. Rests are 45 secs - 2-3 mins as required. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-06-10","Build Phase: During the build phase, your workouts are designed to develop power, balance and neuromuscular control. Form is key, reduce the intensity if you cannot hold your form. Resistance during the Build Phase: The most strength gains are made during this phase. Progress intensity by adding resistance only if you are able to maintain correct form throughout. Sets should feel more challenging, however be cautious of negatively impacting your following workouts. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance Ride With Sub Threshold Efforts","Bike","Ride mainly in Z2 today. At some point (once you're fully warmed up) do: 2 x (20 min efforts in upper Z3 to low Z4 + 3 min recovery in Z1-2).","3.25","","2022-06-11","","87201.15625","193","635","2177.804","","3.15375804901123","7.68100023269653","","85","","143","167","","","0.949911331454719","283.44","4","105","79","1","0","","","","","","49","19","41","33","47","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today.","2.25","","2022-06-12","","65579.78125","184","342","1498.625","","2.25416660308838","8.08100032806396","","79","","136","145","","","0.79423649692017","141.84","1","134","0","0","0","","","","","","6","109","15","2","3","","","","","","",""
"Run Off The Bike","Run","Get off your bike and do a steady run. All in Z2.","0.75","","2022-06-12","","8909.919921875","","","","","0.773995041847229","3.19799995422363","","183","","163","175","","","0.897793041348021","68.71","1","2","39","4","0","","","","","","","","","","","","","","","","",""
"Build Phase 2 Week 3","Other","","","","2022-06-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRONMAN 70.3 Sustained Pace (Build)","Run","Warm Up:. 5 mins in Z1-2, 3 mins in Z3, 3 mins in Z2. Main Set: 4 x (11 mins in mid Z3 + 2:30 min recoveries in Z1-2). Warm Down: 5 mins in Z1-2.","1.16666666666667","","2022-06-13","","13365.41015625","","","","","1.16724479198456","3.18099999427795","","184","","160","169","","","0.893793370361943","103.7","4","2","64","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Threshold Efforts","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z3 + 10 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z4 + 15 secs rest). Main Set: 1 x (400 FS in Z4 + 30 secs rest), 1 x (400 Pull in Z4 + 30 secs rest), 2 x (200 FS in Z4 + 15 sec rests), 2 x (200 Pull in Z4 + 15 sec rests). Warm Down: 1 x (100 Pull in Z2 + 100 FS in Z2), 1 x (200 Choice in Z2).","1.04111111111111","2600","2022-06-13","","2600","","","","","0.956788614590963","0.754060324825986","","22","","123","142","","","1.01903386508923","101.25","55","0","0","0","0","","","","","","","","","","","","","","","","",""
"IRONMAN 70.3 Power Slope","Bike","Warm Up: 5 mins in Z1-2, 5 x (15 secs in Z3, 15 secs Z1-2, 15 secs in Z4, 15 secs in Z1-2) 5 mins in Z2. Main Set: 1 x (12 mins in Z3 + 8 mins in Z4), 4 mins recovery in Z1-2, 1 x (8 mins in Z3 + 5 mins in Z4), 3 mins recovery in Z1-2, 1 x (5 mins in Z3 + 3 mins in Z4), 2 mins recovery in Z1-2. Warm down. 5 mins in Z1-2.","1.16666666666667","","2022-06-14","","36273.5390625","182","328","849.422","","1.28982472419739","7.81099987030029","","76","","130","147","","","0.871546627602006","88.86","7","66","4","0","0","","","","","","25","8","24","19","1","","","","","","",""
